id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,tipo,modelo,assunto,language
121,bairesdev,,2020-10-20,"Girls Who Code, an NPO closing the gender gap in the tech industry, received the most support from our clients in our 2020 Donations Program. With over 8,500 programs worldwide, GWC has reached more than 500 million people and helped over 300,000 girls get started with coding. Read more here: https://lnkd.in/dFgGJcr#CharityWork #Donations'",72,0,0,"#CharityWork, #Donations'",linkedin,,,,en
122,bairesdev,,2020-10-20,"We are looking for Golang Developers to join our team!- 6+ years of experience working as a developer.- 5+ years of experience in Golang.- Proficient with analysis, troubleshooting, and problem-solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English is mandatory.If you are interested, please click here and apply: https://lnkd.in/dZnQPC7#Jobs #Golang'",36,0,0,"#Jobs, #Golang'",linkedin,employer branding,post,Abertura de Vagas,en
123,bairesdev,,2020-10-20,Welcome aboard!Alberto Gómez Guevara - Luciano Augusto - Ricardo Rendón Garza - Novak Zaballa - Vivian Nigri#NewTeam',143,2,0,#NewTeam',linkedin,,,,es
125,bairesdev,,2020-10-20,"""Our qualified software engineers have the know-how to fulfill today's ever-changing technology requirements and quickly ramp up your team's speed and efficiency. Augment your team with the Top 1% IT Talent.https://lnkd.in/e9tkjcA""",39,1,0,,linkedin,,,,en
136,bairesdev,,2020-10-20,"We are looking for iOS Developers to join our team!- 3+ years of experience developing on iOS.- Experience with objective C or Swift.- Advanced level of English.If you are interested, please click here and apply: https://lnkd.in/dvDY27W#JobSearch #iOS'",40,1,0,"#JobSearch, #iOS'",linkedin,employer branding,post,Abertura de Vagas,en
140,bairesdev,,2020-10-20,"Feeding America, the leading NPO fighting hunger in the US, was one of the most supported organizations in the 2020 Donations Program. Their nationwide food accessibility network is at the forefront of change for American communities. Learn more about them here: https://lnkd.in/dsYavDn#CharityWork #Donations'",48,0,0,"#CharityWork, #Donations'",linkedin,,,,en
141,bairesdev,,2020-10-20,IT outsourcing occurs when a company hires external service providers to deliver custom IT solutions and achieve particular technology goals. Accomplish your business goals with the help of the Top 1% of IT Talent.https://lnkd.in/e2-jVCa',33,0,0,,linkedin,,,,en
12,hexacta,,2020-10-20,Work with a nearshore development team that is at the forefront of software development technologies and methodologies. The outsourced software team helps to fill the tech skills gaps your current IT and software team might have. #software #outsourcing',12,0,0,"#software, #outsourcing'",linkedin,,,,en
13,hexacta,,2020-10-20,Scope creep is a common problem in project management that can end up affecting your project and business as a whole. Check out this infographic and see what the main causes of scope creep are and four good strategies to avoid it.#scopecreep',6,0,0,#scopecreep',linkedin,,,,en
14,hexacta,,2020-10-20,"We have a client-focused mindset with strong commitment to customer service. We deliver custom development software that fits our client’s needs, expectations, and business goals. #software #outsourcing'",14,0,0,"#software, #outsourcing'",linkedin,,,,en
15,hexacta,,2020-10-20,Thinking about hiring a new tech partner? Here are 7 tips you should consider when evaluating a software company that will help you avoid the most common risks and reap the benefits of outsourcing. Watch the video! You can also read our Blog Post here: https://lnkd.in/e-gbU-T',16,0,0,,linkedin,,,,en
16,hexacta,,2020-10-20,Time management is a struggle for many project managers. So to help you improve your development project by managing time efficiently make sure you follow these useful tips!',8,0,0,,linkedin,,,,en
17,hexacta,,2020-10-20,"From self-driving cars to AI-driven customer service chatbots, there seems to be no end to the ways #automation technology can be manifested in the modern world. Take a look at this article written by our partner Juan Navarro, and discover why 2020 may be the year of Covid-19 and automation.'",12,0,0,#automation,linkedin,técnico,artigo,Augmented Collaboration,en
18,hexacta,,2020-10-20,"""#Agile shouldn't be something you set and forget. There is always a place for continued learning and improvement. Do not miss these tips you can take into account for improving your Agile software projects and becoming even better. Take a look!""",9,0,0,#Agile,linkedin,técnico,post,Agile,en
20,hexacta,,2020-10-20,"Outsourcing to a nearshore software company enables you to work with a team with English proficiency, cultural affinity, and time-zone convenience no matter if you are in the US or Europe. #software #outsourcing'",8,0,0,"#software, #outsourcing'",linkedin,,,,en
21,hexacta,,2020-10-20,"Do you need to scale up your business? Your in-house team does not have the right skills? Here our partner, Juan Navarro shows some key signs that warn you might need hiring a nearshore software development team.#outsourcing #nearshore #softwaredev'",16,0,0,"#outsourcing, #nearshore, #softwaredev'",linkedin,,,,en
25,hexacta,,2020-10-20,"Thanks to our vast experience in the IT and software field, we have managed to build long-term partnerships with many of the companies we have worked with. Year after year, clients have chosen us and placed their trust in us. #Hexacta20Years'",4,0,0,#Hexacta20Years',linkedin,,,,en
27,hexacta,,2020-10-20,"Where we have little flow of information, a simple request to obtain it is enough. But when we have large volumes of data, streams can give us certain benefits to achieve an efficient application with good response times. What happens when we also want to manipulate objects within our stream? See the answer in this recent article written by our Hexacta Architecture Team (HAT).#nodejs #javascript'",9,0,0,"#nodejs, #javascript'",linkedin,,artigo,,en
30,hexacta,,2020-10-20,"From the methodology perspective, metrics and KPI evaluations are a few of the last frontiers in the process for continuous improvement. Here our PM, Lucas Napoli, writes about some KPIs in software development that teams should be aware of. Take a look!#metrics #kpis #agile'",13,0,0,"#metrics, #kpis, #agile'",linkedin,,,,en
16,dextra-technologies,,2020-10-20,"Did you miss the #AppleEvent today? Catch up: The latest iPhone is powered by the company’s new A14 Bionic processor, the first smartphone chip built on a 5nm process. #TechNews #TechTuesday http://ow.ly/XbeC50BRIes'",3,0,0,"#AppleEvent, #TechNews, #TechTuesday",linkedin,,,,en
17,dextra-technologies,,2020-10-20,"""Microsoft Ignite's first half just wrapped up. Here's everything you need to know about the updates targeting their Azure cloud services: http://ow.ly/wZol50BBKtV #Cloud #TechNews""",3,0,0,"#Cloud, #TechNews""",linkedin,,,,en
19,dextra-technologies,,2020-10-20,"If you are a developer interested in learning google technologies, you may want to attend Google DevFest this weekend: goo.gle/devfest You can join virtual sessions from all over the world. #TechEvent #RemoteWorking #KeepLearning'",12,1,0,"#TechEvent, #RemoteWorking, #KeepLearning'",linkedin,,,,en
25,dextra-technologies,,2020-10-20,"Cloud has become the platform of choice for organisations adopting endpoint security today, as evidenced by the Hype Cycle’s many references to cloud-first deployment strategies. Take a look at it here: http://ow.ly/jNIe50BFux4 #cloud'",3,0,0,#cloud',linkedin,,,,en
5,cinq-technologies,,2020-10-20,"Cinq will be present at another event! This time, we are participating in NexGen+, in boardroom and booth models, the event is virtual and allows the exchange of ideas with Solution Providers. \nIf you also want to participate, the registration is still open: https://lnkd.in/gGrU5BB'",16,0,0,,linkedin,,,,en
9,cinq-technologies,,2020-10-20,"""Get to know Cinq's experience in the logistic segment. In this case study, we will show how we worked with Rumo, the largest railway operator in Brazil, to develop an app. By digitalizing the processes, we helped the company to increase operational efficiency with usability.\nhttps://lnkd.in/dYg3hFn\n#ChangeNow #digitalproducts #UX""",10,0,0,"#ChangeNow, #digitalproducts, #UX""",linkedin,,,,en
10,cinq-technologies,,2020-10-20,"#Digital is the new era!\n\nIt is a strong statement, but true: companies that from now on are not willing to change constantly will die. Digital Evolution is about constant digital transformation. Read the full article: https://lnkd.in/dXngAAR\n\n#DigitalTransformation #DigitalEvolution'",15,0,0,"#Digital, #DigitalTransformation, #DigitalEvolution'",linkedin,,artigo,,en
11,cinq-technologies,,2020-10-20,"Out now a new post blog with the highlights of our last webinar on essential guidelines for #Nearshore/Offshore projects!Andy Hilliard, Marcelo Wzorek, Maria Sullivan, and Olivier P. Poulard had such an amazing discussion, with so much rich information for companies that want to start working with nearshore partners or are looking to enhance their outsourcing operations.'",10,0,0,#Nearshore/Offshore,linkedin,,,,en
48,globant,,2020-09-20,¿Quieres profundizar en temas sobre Big Data? Participa de nuestra serie Tech Insiders: Big Data y escucha distintas charlas y puntos de vista sobre esta tecnología. Puedes registrarte a una o varias charlas para conocer las últimas tendencias y seguir capacitándote. 💻¡No te las pierdas! Registrate aquí 👉 https://bit.ly/2YP3U48#TechInsiders #BigData #Technology',96,4,0,"#TechInsiders, #BigData, #Technology'",linkedin,técnico,webinar,Big Data,es
56,globant,,2020-09-20,"¡Conoce nuestros eventos de la semana! Acá te compartimos el registro de cada uno:Quantum Computing, are you ready?: https://bit.ly/35lClDx Converge+ ¡Llegó el momento de reinventar el futuro! ⚡️Descubre cómo potenciar tu organización mediante la Inteligencia Artificial 👉 https://bit.ly/2DVwidr¡Te esperamos!#GlobantConverge #AugmentedCoding #SoftwareDevelopment #FutureOfWork #FutureOfDevelopment #Coding'",28,0,0,"#GlobantConverge, #AugmentedCoding, #SoftwareDevelopment, #FutureOfWork, #FutureOfDevelopment, #Coding'",linkedin,branding,post,Divulgação da agenda de conteúdos/eventos digitais,es
61,globant,,2020-09-20,"""¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno:Tech Insiders, Big Data, - Latam: https://bit.ly/2EQ88RXMeetup, It Selection Process 101: The Essential Guide - Latam: https://bit.ly/31JT0P6Design Talk, Accesibilidad sin perder la cabeza: https://bit.ly/2D7z2EcDesign Talk - Patrones para UXers y Devs: https://bit.ly/3b9QB3d ¡Te esperamos!¡Bonus track!Women's Development Week: https://lnkd.in/ezU_65P Ya está abierto el registro para Converge+ con Steve Wozniak y Michael Feathers Converge: https://bit.ly/2DVwidr#TechEvents #BigData #Technology #Trends #innovation #GlobantConverge #AugmentedCoding #SoftwareDevelopment #FutureOfWork #FutureOfDevelopent #Coding""",63,0,0,"#TechEvents, #BigData, #Technology, #Trends, #innovation, #GlobantConverge, #AugmentedCoding, #SoftwareDevelopment, #FutureOfWork, #FutureOfDevelopent, #Coding""",linkedin,,,,es
66,globant,,2020-09-20,¡Conoce nuestros eventos de la semana!Acá te compartimos el registro de cada uno ⬇️Tech Talk l Disruptive Technology Sessions: Quantum Computing: https://bit.ly/32bGFTVWebinar l A Game Developer ToolBox: https://bit.ly/3jOXMAXWebinar l Clean architecture no Android: https://bit.ly/2ZuiBtR¡Te esperamos!#TechEvents #QuantumComputing #Developer #Android',35,0,0,"#TechEvents, #QuantumComputing, #Developer, #Android'",linkedin,,,,es
68,globant,,2020-09-20,"👏🏼 The brightest minds come together in this lineup! Steve Wozniak, Martin Migoya, Haldo Spontón, Tan Le, Michael Feathers, Sabina A. Schneider, Guibert Englebienne, Brian Elliott, Sanja Licina, Ph.D., James Taylor. Join us tomorrow to reinvent the future 👉 https://bit.ly/32CuhMP#GlobantConverge #AugmentedCoding'",136,2,0,"#GlobantConverge, #AugmentedCoding'",linkedin,,,,en
77,globant,,2020-09-20,Unleash your capabilities with Augmented Coding as you never imagined. 👨\u200d💻 👩\u200d💻 Register for free & reinvent the future 👉 https://bit.ly/3kL6hOu#GlobantConverge #AugmentedCoding #SoftwareDevelopment #FutureOfWork #FutureOfDevelopment #Coding',60,0,0,"#GlobantConverge, #AugmentedCoding, #SoftwareDevelopment, #FutureOfWork, #FutureOfDevelopment, #Coding'",linkedin,,,,en
79,globant,,2020-09-20,"""¡Están todos invitados a ser parte de la Women's Development Week! ⚡️Un evento centrado en las últimas tendencias de la tecnología, con charlas temáticas en torno a FrontEnd, BackEnd, Mobile, AI, Agile ,UX & UI y los mejores speakers!Te presentamos algunos de ellos, ¡puedes conocerlos a todos aquí ! 👉 https://bit.ly/2QVB5i2 ¡Te esperamos!¿Sabes de alguien a quien le gustaría participar? Taggeal@!!#WomanThatBuild #WomenInTech #FrontEnd #BackEnd #Mobile #AI #UX #UI #Agile""",209,10,0,"#WomanThatBuild, #WomenInTech, #FrontEnd, #BackEnd, #Mobile, #AI, #UX, #UI, #Agile""",linkedin,branding,premiações,Women Employement,es
99,globant,,2020-09-20,"Take part in the #GlobantAwards #WomenThatBuild edition! 🏆👩\u200d💻This award seeks to recognize women who have built a career in technology, manage innovation projects, and promote diversity and inclusion.Nominate your candidate now! https://bit.ly/2ZFgpQ9#WomenAwards'",83,1,2462,"#GlobantAwards, #WomenThatBuild, #WomenAwards'",linkedin,employer branding,premiações,Empowering women,en
100,globant,,2020-09-20,The future is here. 💥 It’s time to lead the change. It’s time to unleash code collaboration. It’s #GlobantConverge time. Join us 👉 http://bit.ly/3knXt01',33,1,1061,#GlobantConverge,linkedin,técnico,webinar,AI,en
101,globant,,2020-09-20,"""Finally, the day has arrived! Let's reinvent the future together! 🙌 Join the conversation at #GlobantConverge 👉 https://bit.ly/32CuhMP""",76,0,1707,#GlobantConverge,linkedin,técnico,webinar,AI,en
