company,score,text,clients
Intercloud Limited,,Intercloud Limited is a nationwide Internet Service Provider ( ISP) and IP Telephony Service Provider ( IPTSP) licensee in Bangladesh. Intercloud is a sister company of NovoCom and NovoTel Limited. Its global and cross-industry leadership in International Telecommunications for both data and voice services has over 100+ years of state of the art technological and management experience with proven-track record.,
ADN Telecom Limited,,"ADN Telecom Ltd. [Formerly known as Advanced Data Networks System Ltd.] is an ISO 9001 : 2015 certified company to provide seamless and secured data & internet connectivity to various grades of customers using fiber, satellite and wireless solutions. ADN has been providing services in the market with a very high level of success since 2003.",
MetroNet Bangladesh Limited,,,
Trajectory Inc,,,
CMA,,"We have extensive experience in the country adding value to our Corporate, Multinational and Government clients. In Costa Rica we have been pioneers providing infrastructure and platform as a service from our own private cloud (Cloud Computing).",
Sefisa,,"Founded in 1996, Sistemas Eficientes, S.A. - Sefisa - is the first company in the Central American region specialized in Internet Security.",
CATS Tanzania,,,
N ONE Datacenters,,,
Synthesis Software Technologies,,,
OpSmart Tech,,,
SV Technologies,,,
Tongdun,,"Founded in 2013, Tongdun Technology is a professional third-party intelligent risk management service provider headquartered in Hangzhou, Zhejiang. Since its inception, Tongdun has been serving its clients under a risk control concept that centralises on an “intelligent integrity network”.",
Virus Positive Technologies,,"Virus Positive Technologies is a leading provider of outsourcing software development, QA & Compliances, Customer & Operational Support and related services. Based in India and serving clients worldwide, Virus Positive Technologies delivers a wide variety of comprehensive end-to-end services that combine power, functionality, and reliability with flexibility, agility, and usability.",
Consulting Services,,,
Al Marjan Communication System LLC,,"Al Marjan Communication System L.L.C., which has been a leader in the field of IT Network, CCTV, Access Door, PABX, and SMATV since 2009 under the approval of Telecommunications Regulatory Authority (TRA) & Department of Protective System (DPS). We have catered to the organization and have a good working relationship with all.",
X Byte Enterprise Crawling,,"Since our foundation in the year 2012, we have completed 9000+ projects with the team of 120+ skilled developers who treat 1000+ clients across the globe, producing 2500+ feed every day, and 1000+ Million Pages Crawled every month.",
Synesis IT,,"Synesis IT is a one of the leading Global IT company which provides management consulting, Risks management, IT Outsourcing, Digital, Cloud, and IoT Solution. Our offshore partner company Synesis IT Ltd. has vertical solutions in the domain of eGovernance, Call Center, and Mobile Health as well as e-Commerce Portal business. Synesis IT, Inc is a Microsoft Certified Gold Partner and it has also the partnership with IBM, Cisco, Citrix, Oracle, Avaya etc.",
Freeway,,,
Dusof de M xico,,,
BRIGHT,,,
Ennovatez,,"Ennovatez is a global management consulting firm. Acting as a trusted partner to our clients, we focus on providing them insights as well as trustworthy solutions through our key Practice areas, IT Consulting, Professional Services, Managed Services, and Talent Management.",
Divine IT Limited,,"Divine IT Limited is leading IT advancement contributor in Bangladesh specialized in ERP, EAM, SCM and Unified Messaging Solution. Divine IT Limited offers elevated business automation with professional services of outstanding quality, competence, performance and objectivity.",
iWV ICONZ Webvisions Pte Ltd,,"iWV is one of the first Cloud and Hosting providers in the Asia Pacific, we have been helping companies stay laser-focused on their business for over two decades. We have built up a solid and proven cloud infrastructure that has stood the test of time, enabling companies large and small to react, scale and grow on demand – without worrying about their day-to-day IT operations.",
Ascendant Technologies,,,
Cloud 9 Infosystems Inc,,"Cloud 9 InfoSystems is the premier global software consulting and product, development and outsourcing organization with skills ranging from developing mission critical and business critical applications in the cloud, supporting Dynamics ERP, CRM and BI applications leveraging a global delivery model to deliver cost-effective solutions.",
Allegient Unified Technology Pvt Ltd,,,
QDES INFOTECH SOFTWARE SOLUTIONS,,QDES INFOTECH:,
InnCoders,,"was founded in the year 2011, which specializes in web development, website design, e-commerce development, Web Application, Custom Development, flash and SEO. It’s a company with sample amount of flexibility. We never let you pay more than you need, or give less attention than you deserve.",
SISA Consultores,,"Sisa, IT Consulting is a company in the field of Information Technology with more than 13 years of experience providing companies in Mexico with innovative solutions that allow them to operate efficiently and profitably.",
