id,company,post_title,post_date,post_text,Tipo,Assunto,Modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
46,invillia,,2020-12-19,"Quando um game-changer chega a Invillia, além de muita tecnologia, acrescentamos ao poder de inovar de cada um as ferramentas e diferenciais do nosso Global Growth Framework. Um deles é conectar e performar talentos, por data-insights, de qualquer lugar do mundo_Como? Renato Bolzan compartilhou 7 dicas com a EXAME https://lnkd.in/d3vQGgY #Invillia #GlobalGrowthFramework #EngagedbyData #EngagedbyPeople #EngagedbyAction #InfiniteDigitalPower #Innovation #Exame'",,,,131,0,0,"#Invillia, #GlobalGrowthFramework, #EngagedbyData, #EngagedbyPeople, #EngagedbyAction, #InfiniteDigitalPower, #Innovation, #Exame'",linkedin
0,gft-group,,2021-02-12,Our challenge ⏩ Reduce contact query volumes by offering WhatsApp as new customer support channel.Read to succeed: find out how WhatsApp and instant messaging boosts customer satisfaction and contact centre productivity in our latest success story with Bankia▶️ https://lnkd.in/gd3b8UN#bankia #whatsapp #gft #cloud #cx #banking',,,,1,0,0,"#bankia, #whatsapp, #gft, #cloud, #cx, #banking'",linkedin
1,gft-group,,2021-02-11,"Los esperamos hoy por la noche de 19:30 a 20:00 hrs. (CDMX), en #Talks2Code y conozcan acerca acerca del MVP y la Propuesta Valor por parte de Jade C. de GFT México. Regístrate en:  http://bit.ly/3p0sCsC#gftworldwide #gftmexico #bestplacetocode'",,,,18,0,0,"#Talks2Code, #gftworldwide, #gftmexico, #bestplacetocode'",linkedin
2,gft-group,,2021-02-13,"O novo episódio do podcast GFT Tech fala sobre o papel dos Agile Coaches no mundo corporativo.E para falar do tema, Nicole Seschin conversou com os Agiles Coaches Viviani Barcellos e Paulo Sidney Ferreira.O episódio “Agile Coaches - Ensine sempre o que você aprendeu” você confere aqui: https://lnkd.in/d9_BvV5 #PodcastGFT #GFTBrasil #AgileCoach'",,,,39,0,0,"#PodcastGFT, #GFTBrasil, #AgileCoach'",linkedin
3,gft-group,,2021-01-27,"Se siamo riusciti a registrare un trend positivo nel 2020 questo è stato possibile anche grazie ai nostri dipendenti. Questo un estratto dell’articolo sul Sole 24 ore del nostro Head of HR Italy and Global L&D Lead di GFT Italia, Fabio Bertolini, che racconta il piano Welfare Straordinario erogato a tutte le #gftpeople e alle loro famiglie. Contributi economici, smart working, attività dedicate al benessere e all’alimentazione, uno sportello Counseling e la creazione di incontri Mindfulness; queste le attività che abbiamo proposto per garantire un corretto work-life balance e dare un aiuto concreto ai nostri dipendenti. Proposte che consolideremo nel 2021 per continuare ad affrontare con ottimismo questo percorso che mette le persone al centro.'",,,,65,0,0,#gftpeople,linkedin
4,gft-group,,2021-02-12,¡En GFT México estamos listos para participar con las empresas #bestplacetocode y todos sus asistentes dentro del evento de networking de #Talks2Code para que conozcan más de nosotros! #gftworldwide #gftmexico #bestplacetocode #readytogrow',,,,31,0,0,"#bestplacetocode, #Talks2Code, #gftworldwide, #gftmexico, #bestplacetocode, #readytogrow'",linkedin
5,gft-group,,2021-02-12,"Gracias a Jade C. de GFT México por su excelente participación ayer por la noche en #Talks2Code, platicando acerca del MVP y la Propuesta de Valor.#gftworldwide #gftmexico #bestplacetocode'",,,,20,1,0,"#Talks2Code,, #gftworldwide, #gftmexico, #bestplacetocode'",linkedin
6,gft-group,,2021-02-16,KI ist in Unternehmen vielseitig einsetzbar. Dennoch: Um Effizienz zu erreichen sollte der Einsatz von KI-Technologien gut durchdacht sein.⏩Mutig sein und KI-Projekt starten: https://lnkd.in/dRGK76u',,,,21,0,0,,linkedin
7,gft-group,,2021-02-10,"Łukasz Gugała joins GFT Poland as Delivery Manager working at our Warsaw office. He will develop business with clients on the Polish market, including local divisions of international #banking organizations. He brings comprehensive experience in leading multiple agile teams working on #Cloud-based customer analytic tools, with a multi-million dollar portfolio of geographically distributed projects under his guidance. Professionally, Łukasz maintains careful track of technology: he has vast technical background ranging from Java development to #BigData & #Analytics. Welcome on board, Łukasz!#gftpoland #growth #FSI #readytogrow #2021'",,,,162,25,0,"#banking, #Cloud-based, #BigData, #Analytics., #gftpoland, #growth, #FSI, #readytogrow, #2021'",linkedin
8,gft-group,,2021-02-11,"#GFTnamídia: A GFT Brasil está com 320 vagas para profissionais de tecnologia. As posições disponíveis são para as áreas de data, cloud, arquitetura e desenvolvimento de software. Desse total, 230 são oportunidades no modelo home office e as demais são para localidades onde a empresa tem escritórios como Alphaville, São Paulo, Sorocaba e Curitiba.O Canaltech deu mais detalhes sobre as oportunidades, confira a matéria:https://lnkd.in/dmwHzhV #GFTBrasil #vempraGFT #transformaçãodigital'",,,,97,1,0,"#GFTnamídia:, #GFTBrasil, #vempraGFT, #transformaçãodigital'",linkedin
9,gft-group,,2021-02-10,Sind Sie dabei? Wir freuen uns über Ihre Teilnahme am 11. Februar beim kostenlosen Web-Seminar zum Thema #IoT & #Cloud.Jetzt anmelden 👇',,,,7,0,0,"#IoT, #Cloud.Jetzt",linkedin
10,gft-group,,2021-02-10,"Você sabia?A GFT tem uma longa história com a Guidewire no oferecimento de soluções para seguradoras. Por isso, listamos alguns fatos dessa parceria que podem te surpreender.Confira e aproveite para baixar o nosso manual de boas práticas Guidewire.Acesse: https://bit.ly/2MRBlj9 #GFTBrasil #Guidewire #Seguros'",,,,81,1,900,"#GFTBrasil, #Guidewire, #Seguros'",linkedin
11,gft-group,,2021-01-27,misterBonny ha scelto GFT per lo sviluppo dell’infrastruttura e dell’identity branding della propria piattaforma di vendita online.#Teamgft',,,,6,0,0,#Teamgft',linkedin
12,gft-group,,2021-02-10,"No dia 09/02 é celebrado o dia Internacional da Internet Segura (Safer Internet Day), uma iniciativa da Comissão Europeia em prol da utilização segura e prudente da web.Sabemos que a segurança cibernética é o fator essencial nas organizações para a #transformaçãodigital. E, por isso, queremos te perguntar: #SaferInternetDay'",,,,32,0,0,"#transformaçãodigital., #SaferInternetDay'",linkedin
13,gft-group,,2021-02-10,"Queremos invitarlos a #Talks2Code este 10 y 11 de febrero. Una serie de pláticas en línea donde se conversará acerca de las mejores prácticas para construir software de alto desempeño en un ambiente laboral positivo. Y donde GFT México, orgulloso #BestPlaceToCode por tercer año consecutivo, contará con la participación de Jade C.. Regístrate en: http://bit.ly/3p0sCsC#gftworldwide #gftmexico'",,,,25,1,0,"#Talks2Code, #BestPlaceToCode, #gftworldwide, #gftmexico'",linkedin
14,gft-group,,2021-01-27,"W piątek zorganizowaliśmy pierwszą w historii GFT-ową PAJAMA PARTY online !!! :) Wojciech Mach w towarzystwie znanego dziennikarza, prezentera telewizyjnego, felietonisty, pisarza, publicysty i osobowości telewizyjnej, połączył się z nami (w ponad 500 domach!) z przytulnego studia wirtualnego. Więcej szczegółów zdradzimy wkrótce - stay tuned! :)'",,,,24,0,1054,,linkedin
15,gft-group,,2021-02-03,Descubra como o #WhatsApp e as mensagens instantâneas aumentam a satisfação do cliente e a produtividade do contact center em nosso mais recente case de sucesso com o banco espanhol Bankia: ️ https://lnkd.in/gd3b8UN #bankia #whatsapp #gft #cloud #cx #banking',,,,33,0,0,"#WhatsApp, #bankia, #whatsapp, #gft, #cloud, #cx, #banking'",linkedin
16,gft-group,,2021-02-03,"All 350 of GFT’s Google Cloud Platform certified #engineers were invited to attend the first GFT & Google Cloud ‘Tech Talk’ entitled ‘Reach for the cloud!’. The event included an inspiring presentation from Richard Seroter, Google’s Director of Outbound Product Management, who shared with the audience the very latest updates on the #GoogleAnthos & #HybridCloud strategy. To find out more about our award-winning partnership and #cloud transformation capabilities with Google Cloud, click here ⏩ https://lnkd.in/dy52snRKaren Hume Amir B. ☁ Joe Pitkin Kate Hanline Mike Lamb Marcelo Leite Pablo de la Horra Juliet Moreiro Bockhop Erika Savio#readytogrow #googlecloud #gft #techtalk'",,,,128,9,0,"#engineers, #GoogleAnthos, #HybridCloud, #cloud, #readytogrow, #googlecloud, #gft, #techtalk'",linkedin
17,gft-group,,2021-02-10,GFT expands in Asia-Pacific market and establishes nearshore delivery centre in Vietnam. Read our press release here ⏩ http://bit.ly/2N3i26H#gft #apac #vietnam',,,,106,2,0,"#gft, #apac, #vietnam'",linkedin
18,gft-group,,2021-02-03,"Na #terçatech de hoje, falamos sobre como criar um pipeline de Continuous Integration (CI) e Continuous Delivery (CD) no aplicativo móvel App Center, uma ferramenta da Microsoft que auxilia na adoção da prática de #DevOps no cenário mobile.Quem assina o texto é o Juliano Custódio, arquiteto de soluções da GFT Brasil.Saiba mais um pouco no blog: https://bit.ly/3rfqbny #tuesdaytech#terçatech'",,,,55,2,0,"#terçatech, #DevOps, #tuesdaytech#terçatech'",linkedin
19,gft-group,,2021-01-27,Giving control back to data owners ⏩ GFT acquires minority stake in start-up One Creation Corporation!Read more in our press release: http://bit.ly/39iprYm#GFT #onecreation #startup #collaboration',,,,62,3,0,"#GFT, #onecreation, #startup, #collaboration'",linkedin
20,gft-group,,2021-02-10,"GFT APAC Team wishes all its clients, partners and collaborators a Happy and Prosperous Lunar New Year!Be blessed in this year of the Ox! 🐂 ✨#teamgft #gft #digitalfirst'",,,,74,2,2130,"#teamgft, #gft, #digitalfirst'",linkedin
21,gft-group,,2021-02-10,Reducir el volumen de consultas ofreciendo #WhatsApp como nuevo canal de atención al cliente.⏩ Descubre cómo WhatsApp y la mensajería instantánea aumentan la satisfacción del cliente y la productividad en nuestro caso de éxito con Bankia▶ https://bit.ly/3pLSs4L',,,,25,0,0,#WhatsApp,linkedin
22,gft-group,,2021-01-27,En GFT México nos encontramos en búsqueda de las siguientes vacantes:- Desarrolladores JAVA Frontend.- Desarrolladores JAVA Backend.- Desarrolladores JAVA Fullstack.- Desarrolladores Frontend - React.- Desarrolladores iOS Nativo.- Desarrolladores Android Nativo.- Desarrolladores Mobile Híbridos.- Arquitectos de Data.- Desarrolladores de Infraestructura.- Product Designers.- Content Strategists.- Desarrolladores Visual Basic (Freelancers).- Scrum Masters.¿Estás Interesado en unir tu talento a nosotros? Envía tu CV a Edgar Gabriel Ramírez Arroyo (Edgar-Gabriel.Ramirez-Arroyo@gft.com)#gftworldwide #gftmexico',,,,40,4,0,"#gftworldwide, #gftmexico'",linkedin
23,gft-group,,2020-12-19,"Nós acreditamos que investir nos jovens é muito importante para uma empresa que se preocupa com o futuro.Por isso, temos o nosso programa de estágio, o Start, que tem o objetivo de atrair e estimular jovens universitários dentro da área de #TI.  Quer saber como funciona? Arraste para o lado! #GFTBrasil #VemserGFT'",,,,113,19,0,"#TI., #GFTBrasil, #VemserGFT'",linkedin
24,gft-group,,2021-01-27,"Hoje é dia de #terçatech!No #terçatech de hoje, você vai aprender mais sobre como enviar uma consulta #SQL (Structured Query Language) em formato HTLM. Existem inúmeras maneiras de realizar esta atividade. O Marcelo Azevedo, Arquiteto Sênior da GFT, explica de uma forma simples e rápida como ele pode ser implementado. Leia mais: https://bit.ly/3pjVKfp #terçatech #tuesdaytech'",,,,44,0,0,"#terçatech!No, #terçatech, #SQL, #terçatech, #tuesdaytech'",linkedin
25,gft-group,,2021-02-10,"Na #terçatech de hoje, falamos sobre quais ferramentas podem auxiliar as empresas no processo de mudança cultural através da implantação do processo de DevOps.Quem assina o texto é o Julio Arruda, Senior Cloud & DevOps Solutions Architect da GFT Brasil.Confira o blog:https://bit.ly/36WF5aq #tuesdaytech#terçatech'",,,,39,1,0,"#terçatech, #tuesdaytech#terçatech'",linkedin
26,gft-group,,2021-01-27,"Não perca a oportunidade de entrar para o nosso #teamGFT! É só até domingo!Em parceria com a Digital Innovation One Inc., estamos com 5.000 bolsas de estudo gratuitas para formação de talentos que estejam cursando uma graduação e buscando uma oportunidade de estágio. Para conseguir uma entrevista no programa de estágio, você precisa conquistar o certificado de conclusão do bootcamp START_UNI 2021 #1, que é gerado ao término de todas as atividades do treinamento.As oportunidades são para todo o Brasil, mas disponíveis para os escritórios das cidades de São Paulo, Curitiba e Sorocaba.Para participar do processo seletivo, basta se inscrever gratuitamente até 24/01/2021: https://bit.ly/3sGwtxYInscreva-se, estude e #vempraGFT#estagio #estágioprofissional #tecnologiadainformação'",,,,163,22,0,"#teamGFT!, #1,, #vempraGFT#estagio, #estágioprofissional, #tecnologiadainformação'",linkedin
27,gft-group,,2021-01-27,GFT México participó para obtener -por tercera vez consecutiva- el distintivo #BestPlaceToCode. ¡Te invitamos a estar pendiente de los resultados! https://lnkd.in/eAhw7GC#gftmexico #BestPlaceToCode',,,,23,0,0,"#BestPlaceToCode., #gftmexico, #BestPlaceToCode'",linkedin
28,gft-group,,2021-01-18,"""GFT's continuing growth record has been driven by our proven ability to deliver innovative, technology-led solutions and exceptional customer service. This commitment to excellence has enabled us to become one of the world’s fastest-growing Google Cloud partners. You can discover more here https://bit.ly/3oKvoTl  #cloud #transformation #multicloud #landingzones""",,,,23,0,0,"#cloud, #transformation, #multicloud, #landingzones""",linkedin
29,gft-group,,2021-01-27,Aloysio Ribeiro Neto  é o novo Regional CFO USA & Latin America da GFT!Ele conversou com o nosso blog sobre sua trajetória na GFT e a expectativa de assumir uma nova área.Quer saber mais? Acesse o nosso blog: https://bit.ly/39TUzg6 #GFTBrasil #Entrevista #Expansão #GFTUSA',,,,195,39,0,"#GFTBrasil, #Entrevista, #Expansão, #GFTUSA'",linkedin
30,gft-group,,2021-02-03,"#GFTnaMídia Hoje, começa a primeira fase do #OpenBanking no Brasil, um novo conjunto de regras e tecnologias que vai permitir o compartilhamento de dados e serviços de clientes entre bancos e outras instituições financeiras. Mas, o que isso muda para o setor financeiro? Paloma Martin de Soto, Head de Business Consulting da GFT Brasil, escreveu um artigo exclusivo sobre o tema para o Olhar Digital. Leia na íntegra: https://lnkd.in/ergP458  #OpenBanking #GFTBrasil #OlharDigital #transfomaçãodigital'",,,,97,18,0,"#GFTnaMídia, #OpenBanking, #OpenBanking, #GFTBrasil, #OlharDigital, #transfomaçãodigital'",linkedin
31,gft-group,,2021-01-18,"GFT Canada, fier partenaire de 42 Québec depuis ses tout débuts. Bon succès aux futurs étudiants de la première cohorte!#42Québec #TI #innovation'",,,,26,0,0,"#42Québec, #TI, #innovation'",linkedin
32,gft-group,,2021-02-10,"GFT México orgulloso #BestPlaceToCode por tercera ocasión consecutiva, estará presente en #Talks2Code ¡Regístrate es completamente gratis!https://sg1.run/t2c#gftworldwide #gftmexico'",,,,22,0,0,"#BestPlaceToCode, #Talks2Code, #gftworldwide, #gftmexico'",linkedin
33,gft-group,,2020-12-19,Discover from GFT this week at the Singapore FinTech Festival how to transform a global exchange with multicloud adoption using #Google Anthos. We will be showcasing this success story via our online booth at #SGFinTechFest throughout this week along with all our #digital transformation capabilities. #cloudDownload this success story and find out more details about our online booth here https://bit.ly/3mJ31nt',,,,27,0,0,"#Google, #SGFinTechFest, #digital, #cloudDownload",linkedin
34,gft-group,,2021-02-03,Queremos invitarte a platicar de #Digital #Banking el día de mañana en nuestro Tequila Tech Talk. En donde contaremos con la participación de Diego García de la Cadena Business Developer en GFT México. Para obtener tu acceso envía un mail a: marketing.mexico@gft.com#gftworldwide #gftmexico',,,,36,0,0,"#Digital, #Banking, #gftworldwide, #gftmexico'",linkedin
