id,company,post_date,post_text,post_likes,post_comments,assunto,,,
346,everis,2020-12-19,"Bruno Lopes Mello, Dojo Senpai (Facilitador) na everis Brasil e Mayckol Favarello, Agile Coach na everis Brasil,  trarão, neste #meetup, insights sobre como a importância de considerar os comportamentos que podem ser desenvolvidos pelos times dependendo da forma como as métricas e indicadores são abordados. https://lnkd.in/gBtgmAh #everisBrasil #Strategy&Tech'",25,1,Marca,,,
347,everis,2020-12-19,"O estudo ""#InteligênciaArtificial nas grandes organizações Latino-Americanas"", traz um panorama sobre a situação atual e uma visão futura em relação à adoção de IA na região. Baixe conteúdo gratuitamente, acesse: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",10,0,Conteúdo Técnico,,,
348,everis,2020-12-19,"Tenemos el orgullo de anunciar el proyecto colombiano ganador del Premio everis Global 2020, felicitamos a Laura Velásquez Herrera Co-fundadora de Arkangel AI #ColombiaGanaPremioseverisEl proyecto, que ha resultado ganador entre 10 países participantes y entre más de 2.200 propuestas recibidas, ha sido premiado con 60.000 euros y asesoramiento especializado para el desarrollo de la aplicación. Gracias a nuestros aliados en Colombia: Ministerio de Comercio, Sena, Cámara de Comercio de Bogotá, Innpulsa, Cem Emprende, Andi, Telefónica.'",317,6,Marca,,,
349,everis,2020-12-19,"Ricardo Neves, CEO da everis Brasil, falou para o PapoFácil sobre as soluções que oferecemos nas áreas comerciais e estratégicas, desenvolvimento e manutenção de aplicações tecnológicas e serviços de terceirização. Assista a entrevista acessando: http://ow.ly/YK9450CuUJw #everisBrasil #everisNaMidia'",19,0,Conteúdo Técnico,,,
350,everis,2020-12-19,"Na próxima quinta-feira, 26.11 às 19h, participe do everisTalks Meetup “Descubra na prática, como aumentar a satisfação dos clientes com Salesforce Field Service”. O evento virtual será apresentado por Eduardo Galante, Salesforce architect na everis Brasil e Leonardo Arjoni, Salesforce Field Service expert na everis Brasil. Inscreva-se: https://lnkd.in/ghhpHzB #everisBrasil #Strategy&Tech'",7,0,Carreira,,,
351,everis,2020-12-19,"A NTT DATA Services Federal Government foi contratada para oferecer serviços para a Agência de Segurança Cibernética e Infraestrutura (CISA) e a Divisão de Segurança Cibernética do Departamento de Segurança Interna dos Estados Unidos (DHS). No âmbito deste novo contrato, a NTT DATA fornecerá uma ampla gama de serviços proativos em cibersegurança para o Programa de Higiene Cibernética da CISA. https://lnkd.in/g38yify  Conteúdo em inglês. #everisBrasil #NTTDATA'",38,0,Marca,,,
352,everis,2020-11-19,"Lugar de mulher é onde ela quiser, inclusive na tecnologia! A everis Brasil foi patrocinadora do primeiro #Hackademy interno, desenvolvido pelo banco Itaú! Nessa primeira edição, teremos o desenvolvimento de hard skills, pensado por mulheres para mulheres, juntamente com o time de Diversidade Institucional e as meninas da TECH PWR (mulheres desenvolvedoras de Tecnologia e engajadas na causa de equidade de gênero!). #everisBrasil #everis Luciane Miranda, MBA, PSM Michel C. Gobbato'",110,2,Carreira,,,
353,everis,2020-11-19,"O Programa everFlex permite que os funcionários priorizem seus benefícios, conforme necessidades! A everis tem oportunidades de trabalho que podem ser realizadas de diversas regiões do Brasil. Mais mobilidade na sua rotina e oportunidades para sua carreira. Confira as vagas e nosso portal e faça parte do time da everis! Acesse: https://lnkd.in/dfv2FSh#MyeverisWorkplace #everis #everisBrasil #BEeveris #Career'",84,2,Carreira,,,
354,everis,2020-11-19,"Com a @PrograMaria e a @Laboratória, formamos e apoiamos a entrada de mulheres no mercado de tecnologia. Com a @Educafro, oferecemos à população afro-brasileira formação para promover seu empoderamento e mobilidade social. Com nossos amigos da @SerEspecial promovemos a inclusão social e profissional de pessoas com deficiência no mercado de trabalho. E com @DIO, disponibilizamos 15 mil bolsas de estudo em tecnologia para democratizar o acesso à informação e oferecer novas oportunidades e perspectivas de carreira. Na #everis, contrataremos mais de 800 desses talentos. Esperamos por você! #MyeverisWorkplace #BEeveris #everisBrasil'",28,5,Carreira,,,
355,everis,2020-11-19,"No dia 02 de dezembro de 2020 às 9h30 teremos o próximo everis Talks Round Table ""A expansão da agilidade no Brasil, a adoção da metodologia ágil como grande aliada na evolução dos negócios"". Evento online conduzido por Ewerton Santos, Head do Centro de Excelência ágil da everis Brasil, com nossos convidados Edson Portilho, Executivo de Tecnologia / Especialista em Modelo de Trabalho Digital do Banco Itaú e Raphael Albino, Agile Manager na Nubank Participe: https://bit.ly/round-agil #everisBrasil #Strategy&Tech'",27,1,Carreira,,,
356,everis,2020-12-19,"Na última semana realizamos o everisTalks Meetup: “Descubra na prática, como aumentar a satisfação dos clientes com Salesforce Field Service” e ele já está disponível no Youtube da everis Brasil, para você rever o conteúdo completo! Acesse: https://lnkd.in/d-F6HUM #everisBrasil #Strategy&Tech'",15,0,Carreira,,,
357,everis,2020-12-19,"Consultoria de negócios e TI do Grupo NTT Data, a everis identifica no setor de telecomunicações aumento nos investimentos em redes com arquiteturas abertas e virtualizadas na nuvem. https://lnkd.in/gNJDSpC #everisBrasil #everisNaMidia'",6,0,Transformação Digital,,,
358,everis,2020-11-19,"Na próxima quinta-feira, 26.11 às 19h, participe do everisTalks Meetup “Descubra na prática, como aumentar a satisfação dos clientes com Salesforce Field Service”. O evento virtual será apresentado por Eduardo Galante, Salesforce architect na everis Brasil e Leonardo Arjoni, Salesforce Field Service expert na everis Brasil. Inscreva-se: https://lnkd.in/ghhpHzB #everisBrasil #Strategy&Tech'",24,0,Carreira,,,
359,everis,2020-12-19,"60% das empresas pesquisadas para o estudo ""Inteligência Artificial nas grandes organizações Latino-Americanas"" afirmam que ainda têm um longo caminho para a adoção de IA no dia-a-dia, confirmam os benefícios que a IA pode lhes trazer, mas ainda não começaram a trabalhar com a tecnologia. Acesse estudo e saiba o nível de adoção de #IA nas organizações da região: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",20,2,Conteúdo Técnico,,,
360,everis,2020-11-19,"Na última semana aconteceu o evento Semana dos Voluntários Telefônica Vivo organizada pela @fundacaotelefonicavivo! As atividades realizadas nessa semana beneficiaram 50 cidades do Brasil, beneficiando 64 projetos (Instituições apoiadas) e 47.660 de pessoas. Neste ano, a everis Brasil teve a oportunidade de participar como apoiadora da montagem do Espaço Maker, que incentiva crianças e jovens no desenvolvimento de novas ideias e criatividade, para projetos desenvolvidos em laboratórios de robótica na Associação Beneficente Dikaion, beneficia, mais de 13.500 famílias em atendimentos indiretos na área social. Confira um pouco de como foi o evento! #VivoPraIsso #souvoluntarioFTV #everis #everisBrasil Marco Galaz Santiago Chavert Tosa'",11,0,Carreira,,,
361,everis,2020-12-19,"O tema desde #podcast é o ganho de eficiência e produtividade utilizando testes de API e Microserviços, ouça 🎧Spotify https://spoti.fi/3m7MAAO Google https://bit.ly/2UYmMvfApple https://apple.co/3q2IqMYDeezer https://bit.ly/3l6UVncTunein https://bit.ly/2V15zB9#everisBrasil #everisTalks #ITServices'",17,1,Carreira,,,
362,everis,2020-11-19,"Modernizar meios de pagamentos é questão de sobrevivência, saiba mais sobre o PIX e o pagamento digital instantâneo: https://bit.ly/3lk7Hzt #everisBrasil #ITServices'",28,0,Dados,,,
363,everis,2020-12-19,#everis e #MIT fazem estudo que aponta a maior adoção de Metodologias Ágeis nas áreas de TI e Software. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',29,0,Marca,,,
364,everis,2020-12-19,"Hoje, dia 30 de novembro celebramos o dia Internacional da Segurança da Informação! Neste ano um assunto que esteve em alta foi o vigor da LGPD, no Brasil e no mundo. Por isso, trouxemos algumas dicas que podem te ajudar a manter suas informações seguras:* Cadastre senhas fortes, com letras (maiúsculas e minúsculas), números e caracteres especiais;*Compre online por meio de lojas reconhecidas; verifique se a loja possui o cadeado de segurança, no navegador.*Não clique em qualquer link que identificar na internet; supostas promoções ou fakenews “atrativas”, por exemplo, podem surgir apenas para fisgar seus dados por meio de links para malwares ou sites falsos. #everisBrasil'",10,0,Marca,,,
365,everis,2020-12-19,"A fundação everis, instituição que apoia e promove o empreendedorismo por meio de atividades em diferentes esferas da sociedade, acaba de lançar o Radar Empreenda Saúde, um mapeamento de startups e empresas da área da saúde, que participaram de uma ou mais edições do Prêmio Empreenda Saúde, trazendo um panorama desse ecossistema. https://lnkd.in/gdusg9s #everisBrasil #everisNaMidia'",7,0,Diversidade,,,
366,everis,2020-11-19,"Estudo aponta que a adoção da filosofia ágil nas principais empresas da América Latina resultou em redução de custos e riscos, além de maior alinhamento da área de TI com o negócio. https://lnkd.in/gbyzDHR #everisNaMidia #everisBrasil'",16,0,Segmentos de Mercado,,,
367,everis,2020-12-19,"O tema do everis Talks Webinar de amanhã é: “Panorama do desenvolvimento híbrido entre homem e máquina na everis e benefícios”. Vamos abordar os desafios dessa jornada, focando em técnica, metodologia e planejamento e ainda, mostrar os ganhos e resultados. Inscreva-se! https://lnkd.in/g3jHnZD # ITServices #everisBrasil'",24,1,Vagas,,,
368,everis,2020-11-19,"Na próxima quinta-feira, 26.11 às 19h, participe do everisTalks Meetup “Descubra na prática, como aumentar a satisfação dos clientes com Salesforce Field Service”. O evento virtual será apresentado por Eduardo Galante, Salesforce architect na everis Brasil e Leonardo Arjoni, Salesforce Field Service expert na everis Brasil. Inscreva-se: https://lnkd.in/ghhpHzB #everisBrasil #Strategy&Tech'",37,0,Carreira,,,
369,everis,2020-12-19,"O Innovation Chase é um programa da everis Brasil em parceria com universidades, que promove o apoio por meio de mentorias, dos profissionais everis especializados, para grupos de alunos que estão em fase de formação! Na FIAP, a everis participa do everis XR Challenge FIAP e, no dia 02 de dezembro às 19h acontecerá a live de encerramento e agradecimento ao projeto 2020, que contou com a participação de 24 grupos FIAP! Para participar, fique ligado em nossas redes sociais, em breve publicaremos o link de acesso 😉 #InnovationChase #everisXRChallengeFIAP #Strategy&Tech #everisBrasil #everis'",23,0,Marca,,,
370,everis,2020-11-19,"Na próxima quinta-feira, 26.11 às 19h, participe do everisTalks Meetup “Descubra na prática, como aumentar a satisfação dos clientes com Salesforce Field Service”. O evento virtual será apresentado por Eduardo Galante, Salesforce architect na everis Brasil e Leonardo Arjoni, Salesforce Field Service expert na everis Brasil. Inscreva-se: https://lnkd.in/ghhpHzB #everisBrasil #Strategy&Tech'",14,0,Carreira,,,
371,everis,2020-11-19,"Com o Salesforce Field Service, a equipe técnica possui todas as informações de forma rápida e organizada para realizar o trabalho de campo com qualidade e garantir a satisfação do cliente. https://lnkd.in/g9_ck23 #everisBrasil #Strategy&Tech'",17,0,Marca,,,
372,everis,2020-11-19,Parceria entre #everis e #MIIT Technology mapeia a evolução da adoção de Metodologias Ágeis em grandes empresas da América Latina. Veja o estudo completo: https://lnkd.in/gtnftuz #everisBrasil #EstudoAgile #Agile',21,0,Conteúdo Técnico,,,
373,everis,2020-12-19,"Modernizar meios de pagamentos é questão de sobrevivência, saiba mais sobre o PIX e o pagamento digital instantâneo: https://bit.ly/3lk7Hzt #everisBrasil #ITServices'",14,0,Dados,,,
374,everis,2020-11-19,É com muito orgulho que comunicamos a nova especialização da everis como Adobe Experience Manager Sites na região Américas! Parabéns a todo time everis que participou do processo para atingirmos esse nível de parceria! #AdobePartners #AdobeSpecialized #everisBrasil',83,1,Segmentos de Mercado,,,
375,everis,2020-11-19,"X-reality no Brasil segue crescendo e potencial de expansão ainda é imenso! Há alguns anos, o mercado começou a desenvolver e investir em aplicações de realidade aumentada (AR), virtual (VR) e mista (MR) para diversos fins. https://lnkd.in/gmhCJMP #everisNaMidia #everisBrasil'",5,0,Diversidade,,,
376,everis,2020-11-19,"Informamos que por problemas técnicos de conexão, precisaremos reagendar para a próxima quarta-feira, 25/11 às 19h o everisTalks Webinar “Qual é o papel dos testes na metodologia Ágil? ”, com Shirley Moura Silva e Francisco Laelson Rodrigues, da everis Brasil. Se você já está inscrito, não se preocupe, você receberá por e-mail a atualização, mas caso ainda não esteja inscrito, acesse: https://lnkd.in/g-SK8Af#ITServices #everisBrasil #everis'",9,0,Conteúdo Técnico,,,
377,everis,2020-12-19,"Em alguns instantes, às 19h, se iniciará o everisTalks Meetup “Descubra na prática, como aumentar a satisfação dos clientes com Salesforce Field Service”. O evento virtual será apresentado por Eduardo Galante, Salesforce architect na everis Brasil e Leonardo Arjoni, Salesforce Field Service expert na everis Brasil. Inscreva-se: https://lnkd.in/ghhpHzB #everisBrasil #Strategy&Tech'",16,0,Carreira,,,
